"","x"
"z[3593]",0.99772
"z[3594]",0.99849
"z[3595]",0.9988
"z[3596]",0.99902
"z[3597]",0.99916
"z[3598]",0.99904
"z[3599]",0.99901
"z[3600]",0.99891
"z[3601]",0.99802
"z[3602]",0.99877
"z[3603]",0.99879
"z[3604]",0.99823
"z[3605]",0.99673
"z[3606]",0.99272
"z[3607]",0.99397
"z[3608]",0.9942
"z[3609]",0.99644
"z[3610]",0.99711
"z[3611]",0.99684
"z[3612]",0.99525
"z[3613]",0.99641
"z[3614]",0.9977
"z[3615]",0.99813
"z[3616]",0.99847
"z[3617]",0.99825
"z[3618]",0.99695
"z[3619]",0.99465
"z[3620]",0.99508
"z[3621]",0.99694
"z[3622]",0.99834
"z[3623]",0.99906
"z[3624]",0.99915
"z[3625]",0.99882
"z[3626]",0.99937
"z[3627]",0.99962
"z[3628]",0.99963
"z[3629]",0.99954
"z[3630]",0.99925
"z[3631]",0.99842
"z[3632]",0.99939
"z[3633]",0.99965
"z[3634]",0.99974
"z[3635]",0.9997
"z[3636]",0.99956
"z[3637]",0.9988
"z[3638]",0.99805
"z[3639]",0.99639
"z[3640]",0.99724
"z[3641]",0.99722
"z[3642]",0.99778
"z[3643]",0.9979
"z[3644]",0.99864
"z[3645]",0.99909
"z[3646]",0.99934
"z[3647]",0.99947
"z[3648]",0.9995
"z[3649]",0.99955
"z[3650]",0.99945
"z[3651]",0.99963
"z[3652]",0.99955
"z[3653]",0.99961
"z[3654]",0.99959
"z[3655]",0.99937
"z[3656]",0.99879
"z[3657]",0.99896
"z[3658]",0.99896
"z[3659]",0.99922
"z[3660]",0.99917
"z[3661]",0.99954
"z[3662]",0.99962
"z[3663]",0.99971
"z[3664]",0.99965
"z[3665]",0.99956
"z[3666]",0.99935
"z[3667]",0.99926
"z[3668]",0.99884
"z[3669]",0.99806
"z[3670]",0.99872
"z[3671]",0.99879
"z[3672]",0.99932
"z[3673]",0.99927
"z[3674]",0.9994
"z[3675]",0.99901
"z[3676]",0.99834
"z[3677]",0.9967
"z[3678]",0.99245
"z[3679]",0.98534
"z[3680]",0.96825
"z[3681]",0.96768
"z[3682]",0.97803
"z[3683]",0.98153
"z[3684]",0.98687
"z[3685]",0.98868
"z[3686]",0.99251
"z[3687]",0.99358
"z[3688]",0.99627
"z[3689]",0.99701
"z[3690]",0.99836
"z[3691]",0.99911
"z[3692]",0.99953
"z[3693]",0.99977
"z[3694]",0.99976
"z[3695]",0.9998
"z[3696]",0.99977
"z[3697]",0.99949
"z[3698]",0.9995
"z[3699]",0.99947
"z[3700]",0.99919
"z[3701]",0.99921
"z[3702]",0.99932
"z[3703]",0.9995
"z[3704]",0.99961
"z[3705]",0.99968
"z[3706]",0.99968
"z[3707]",0.99952
"z[3708]",0.99943
"z[3709]",0.99956
"z[3710]",0.99958
"z[3711]",0.99921
"z[3712]",0.99871
"z[3713]",0.9979
"z[3714]",0.99888
"z[3715]",0.99927
"z[3716]",0.99938
"z[3717]",0.99947
"z[3718]",0.9994
"z[3719]",0.99906
"z[3720]",0.99815
"z[3721]",0.99888
"z[3722]",0.99909
"z[3723]",0.99888
"z[3724]",0.99834
"z[3725]",0.99867
"z[3726]",0.99929
"z[3727]",0.99949
"z[3728]",0.99923
"z[3729]",0.99914
"z[3730]",0.99923
"z[3731]",0.99902
"z[3732]",0.99881
"z[3733]",0.99909
"z[3734]",0.999
"z[3735]",0.99832
"z[3736]",0.9981
"z[3737]",0.997
"z[3738]",0.99721
"z[3739]",0.99851
"z[3740]",0.99912
"z[3741]",0.99921
"z[3742]",0.99871
"z[3743]",0.99761
"z[3744]",0.9971
"z[3745]",0.99846
"z[3746]",0.99885
"z[3747]",0.99907
"z[3748]",0.99892
"z[3749]",0.99871
"z[3750]",0.99878
"z[3751]",0.99889
"z[3752]",0.99886
"z[3753]",0.99909
"z[3754]",0.99912
"z[3755]",0.99859
"z[3756]",0.99905
"z[3757]",0.99926
"z[3758]",0.99953
"z[3759]",0.99968
"z[3760]",0.99967
"z[3761]",0.99942
"z[3762]",0.99894
"z[3763]",0.99954
"z[3764]",0.99962
"z[3765]",0.99941
"z[3766]",0.99902
"z[3767]",0.99938
"z[3768]",0.99954
"z[3769]",0.99958
"z[3770]",0.9995
"z[3771]",0.9996
"z[3772]",0.99969
"z[3773]",0.99976
"z[3774]",0.99963
"z[3775]",0.99962
"z[3776]",0.99953
"z[3777]",0.99963
"z[3778]",0.99978
"z[3779]",0.99965
"z[3780]",0.99955
"z[3781]",0.99972
"z[3782]",0.99964
"z[3783]",0.99937
"z[3784]",0.99884
"z[3785]",0.99861
"z[3786]",0.99928
"z[3787]",0.99955
"z[3788]",0.9997
"z[3789]",0.9996
"z[3790]",0.9994
"z[3791]",0.99929
"z[3792]",0.99898
"z[3793]",0.99891
"z[3794]",0.99862
"z[3795]",0.99819
"z[3796]",0.99851
"z[3797]",0.9988
"z[3798]",0.99927
"z[3799]",0.99934
"z[3800]",0.99946
"z[3801]",0.9996
"z[3802]",0.99957
"z[3803]",0.99953
"z[3804]",0.99963
"z[3805]",0.99975
"z[3806]",0.99953
"z[3807]",0.99923
"z[3808]",0.99942
"z[3809]",0.99941
"z[3810]",0.99922
"z[3811]",0.99942
"z[3812]",0.99952
"z[3813]",0.99953
"z[3814]",0.99937
"z[3815]",0.99914
"z[3816]",0.99864
"z[3817]",0.99831
"z[3818]",0.99664
"z[3819]",0.99772
"z[3820]",0.99819
"z[3821]",0.99853
"z[3822]",0.99895
"z[3823]",0.99932
"z[3824]",0.99955
"z[3825]",0.99966
"z[3826]",0.9994
"z[3827]",0.99942
"z[3828]",0.99928
"z[3829]",0.99887
"z[3830]",0.99919
"z[3831]",0.99897
"z[3832]",0.99913
"z[3833]",0.99898
"z[3834]",0.99922
"z[3835]",0.99958
"z[3836]",0.9996
"z[3837]",0.99946
"z[3838]",0.99916
"z[3839]",0.99952
"z[3840]",0.99952
"z[3841]",0.99934
"z[3842]",0.99894
"z[3843]",0.99857
"z[3844]",0.99905
"z[3845]",0.9989
"z[3846]",0.99879
"z[3847]",0.9986
"z[3848]",0.99794
"z[3849]",0.99602
"z[3850]",0.99152
"z[3851]",0.98637
"z[3852]",0.97372
"z[3853]",0.94782
"z[3854]",0.93253
"z[3855]",0.91928
"z[3856]",0.92562
"z[3857]",0.92378
"z[3858]",0.91543
"z[3859]",0.91516
"z[3860]",0.94267
"z[3861]",0.95921
"z[3862]",0.96893
"z[3863]",0.97802
"z[3864]",0.98145
"z[3865]",0.98718
"z[3866]",0.99318
"z[3867]",0.9959
"z[3868]",0.99639
"z[3869]",0.99784
"z[3870]",0.99829
"z[3871]",0.99823
"z[3872]",0.99765
"z[3873]",0.99828
"z[3874]",0.99837
"z[3875]",0.99905
"z[3876]",0.99912
"z[3877]",0.99937
"z[3878]",0.99925
"z[3879]",0.99932
"z[3880]",0.99937
"z[3881]",0.99948
"z[3882]",0.99964
"z[3883]",0.99971
"z[3884]",0.9996
"z[3885]",0.99963
"z[3886]",0.99946
"z[3887]",0.99963
"z[3888]",0.99966
"z[3889]",0.99955
"z[3890]",0.9996
"z[3891]",0.99956
"z[3892]",0.99951
"z[3893]",0.99963
"z[3894]",0.99969
"z[3895]",0.99973
"z[3896]",0.99974
"z[3897]",0.99971
"z[3898]",0.99957
"z[3899]",0.9995
"z[3900]",0.99954
"z[3901]",0.99965
"z[3902]",0.99958
"z[3903]",0.99906
"z[3904]",0.99937
"z[3905]",0.9996
"z[3906]",0.99963
"z[3907]",0.99957
"z[3908]",0.99947
"z[3909]",0.99943
"z[3910]",0.99924
"z[3911]",0.99897
"z[3912]",0.99904
"z[3913]",0.99884
"z[3914]",0.99916
"z[3915]",0.99941
"z[3916]",0.99958
"z[3917]",0.99954
"z[3918]",0.99955
"z[3919]",0.99937
"z[3920]",0.99936
"z[3921]",0.99944
"z[3922]",0.99932
"z[3923]",0.99939
"z[3924]",0.99947
"z[3925]",0.99963
"z[3926]",0.99972
"z[3927]",0.99966
"z[3928]",0.99948
"z[3929]",0.99954
"z[3930]",0.9995
"z[3931]",0.99943
"z[3932]",0.99926
"z[3933]",0.99911
"z[3934]",0.99916
"z[3935]",0.99929
"z[3936]",0.99924
"z[3937]",0.99902
"z[3938]",0.99883
"z[3939]",0.99874
"z[3940]",0.99831
"z[3941]",0.99901
"z[3942]",0.99934
"z[3943]",0.99948
"z[3944]",0.99958
"z[3945]",0.99954
"z[3946]",0.99942
"z[3947]",0.99952
"z[3948]",0.9994
"z[3949]",0.9995
"z[3950]",0.99953
"z[3951]",0.99927
"z[3952]",0.99929
"z[3953]",0.99914
"z[3954]",0.99894
"z[3955]",0.99938
"z[3956]",0.99953
"z[3957]",0.99935
"z[3958]",0.9994
"z[3959]",0.99922
"z[3960]",0.99932
"z[3961]",0.99934
"z[3962]",0.99923
"z[3963]",0.99922
"z[3964]",0.99903
"z[3965]",0.99894
"z[3966]",0.99942
"z[3967]",0.99967
"z[3968]",0.99966
"z[3969]",0.99959
"z[3970]",0.99948
"z[3971]",0.99917
"z[3972]",0.99894
"z[3973]",0.99807
"z[3974]",0.99629
"z[3975]",0.99504
"z[3976]",0.99728
"z[3977]",0.99847
"z[3978]",0.99892
"z[3979]",0.99915
"z[3980]",0.99873
"z[3981]",0.99765
"z[3982]",0.99479
"z[3983]",0.99018
"z[3984]",0.97915
"z[3985]",0.96993
"z[3986]",0.96643
"z[3987]",0.97088
"z[3988]",0.97062
"z[3989]",0.97854
"z[3990]",0.98119
"z[3991]",0.98104
"z[3992]",0.98223
"z[3993]",0.99022
"z[3994]",0.99445
"z[3995]",0.99637
"z[3996]",0.99826
"z[3997]",0.99915
"z[3998]",0.99948
"z[3999]",0.99973
"z[4000]",0.99965
"z[4001]",0.99962
"z[4002]",0.99971
"z[4003]",0.99962
"z[4004]",0.99958
"z[4005]",0.99969
"z[4006]",0.99954
"z[4007]",0.9995
"z[4008]",0.99954
"z[4009]",0.99968
"z[4010]",0.99962
"z[4011]",0.99944
"z[4012]",0.9992
"z[4013]",0.99938
"z[4014]",0.99932
"z[4015]",0.99909
"z[4016]",0.99949
"z[4017]",0.99958
"z[4018]",0.99967
"z[4019]",0.99976
"z[4020]",0.99972
"z[4021]",0.99962
"z[4022]",0.99958
"z[4023]",0.99951
"z[4024]",0.99955
"z[4025]",0.99961
"z[4026]",0.99954
"z[4027]",0.99939
"z[4028]",0.99954
"z[4029]",0.99967
"z[4030]",0.99955
"z[4031]",0.99939
"z[4032]",0.99916
"z[4033]",0.99928
"z[4034]",0.99909
"z[4035]",0.99889
"z[4036]",0.99794
"z[4037]",0.99908
"z[4038]",0.99944
"z[4039]",0.99935
"z[4040]",0.99953
"z[4041]",0.99968
"z[4042]",0.99965
"z[4043]",0.99947
"z[4044]",0.99937
"z[4045]",0.99889
"z[4046]",0.99783
"z[4047]",0.99586
"z[4048]",0.9919
"z[4049]",0.99624
"z[4050]",0.99817
"z[4051]",0.99899
"z[4052]",0.99929
"z[4053]",0.99933
"z[4054]",0.99939
"z[4055]",0.99932
"z[4056]",0.99932
"z[4057]",0.99888
"z[4058]",0.99887
"z[4059]",0.99898
"z[4060]",0.99886
"z[4061]",0.9991
"z[4062]",0.99949
"z[4063]",0.99964
"z[4064]",0.99961
"z[4065]",0.9995
"z[4066]",0.99962
"z[4067]",0.9996
"z[4068]",0.9997
"z[4069]",0.9997
"z[4070]",0.99965
"z[4071]",0.99956
"z[4072]",0.99952
"z[4073]",0.99934
"z[4074]",0.99899
"z[4075]",0.99923
"z[4076]",0.99951
"z[4077]",0.9996
"z[4078]",0.99943
"z[4079]",0.99961
"z[4080]",0.99958
"z[4081]",0.99951
"z[4082]",0.99956
"z[4083]",0.99951
"z[4084]",0.99949
"z[4085]",0.99956
"z[4086]",0.99965
"z[4087]",0.99974
"z[4088]",0.99962
"z[4089]",0.99959
"z[4090]",0.99964
"z[4091]",0.99972
"z[4092]",0.99969
"z[4093]",0.99971
"z[4094]",0.99956
"z[4095]",0.9995
"z[4096]",0.99952
"z[4097]",0.99967
"z[4098]",0.99971
"z[4099]",0.99974
"z[4100]",0.99966
"z[4101]",0.99945
"z[4102]",0.99908
"z[4103]",0.99943
"z[4104]",0.99923
"z[4105]",0.99945
"z[4106]",0.99924
"z[4107]",0.99883
"z[4108]",0.99777
"z[4109]",0.99905
"z[4110]",0.99964
"z[4111]",0.99976
"z[4112]",0.99966
"z[4113]",0.99955
"z[4114]",0.99959
"z[4115]",0.99971
"z[4116]",0.99972
"z[4117]",0.99971
"z[4118]",0.99965
"z[4119]",0.99958
"z[4120]",0.9995
"z[4121]",0.99914
"z[4122]",0.99925
"z[4123]",0.99885
"z[4124]",0.99747
"z[4125]",0.99398
"z[4126]",0.99307
"z[4127]",0.9942
"z[4128]",0.99309
"z[4129]",0.98908
"z[4130]",0.99243
"z[4131]",0.99464
"z[4132]",0.99516
"z[4133]",0.99441
"z[4134]",0.99206
"z[4135]",0.98599
"z[4136]",0.9797
"z[4137]",0.965
"z[4138]",0.96562
"z[4139]",0.96347
"z[4140]",0.96242
"z[4141]",0.95511
"z[4142]",0.96639
"z[4143]",0.96993
"z[4144]",0.97074
"z[4145]",0.96681
"z[4146]",0.95812
"z[4147]",0.95439
"z[4148]",0.95358
"z[4149]",0.94779
"z[4150]",0.96949
"z[4151]",0.97912
"z[4152]",0.98839
"z[4153]",0.99155
"z[4154]",0.99411
"z[4155]",0.9952
"z[4156]",0.99451
"z[4157]",0.99193
"z[4158]",0.98929
"z[4159]",0.98341
"z[4160]",0.99233
"z[4161]",0.99548
"z[4162]",0.99729
"z[4163]",0.99845
"z[4164]",0.99859
"z[4165]",0.99844
"z[4166]",0.99719
"z[4167]",0.99388
"z[4168]",0.99212
"z[4169]",0.99329
"z[4170]",0.99338
"z[4171]",0.99121
"z[4172]",0.98494
"z[4173]",0.98682
"z[4174]",0.98824
"z[4175]",0.98882
"z[4176]",0.99444
"z[4177]",0.99717
"z[4178]",0.99832
"z[4179]",0.9984
"z[4180]",0.99908
"z[4181]",0.9993
"z[4182]",0.99951
"z[4183]",0.99975
"z[4184]",0.99976
"z[4185]",0.99968
"z[4186]",0.99965
"z[4187]",0.99958
"z[4188]",0.99946
"z[4189]",0.99936
"z[4190]",0.99916
"z[4191]",0.99865
"z[4192]",0.99923
"z[4193]",0.99954
"z[4194]",0.99962
"z[4195]",0.99968
"z[4196]",0.99975
"z[4197]",0.99972
"z[4198]",0.99974
"z[4199]",0.99975
"z[4200]",0.99975
"z[4201]",0.99976
"z[4202]",0.99974
"z[4203]",0.99973
"z[4204]",0.99974
"z[4205]",0.99977
"z[4206]",0.99957
"z[4207]",0.99965
"z[4208]",0.99965
"z[4209]",0.99957
"z[4210]",0.99938
"z[4211]",0.9996
"z[4212]",0.99968
"z[4213]",0.99971
"z[4214]",0.99967
"z[4215]",0.99964
"z[4216]",0.99966
"z[4217]",0.99951
"z[4218]",0.99952
"z[4219]",0.99952
"z[4220]",0.99963
"z[4221]",0.99966
"z[4222]",0.99968
"z[4223]",0.99954
"z[4224]",0.9994
"z[4225]",0.99949
"z[4226]",0.99926
"z[4227]",0.99952
"z[4228]",0.99962
"z[4229]",0.99969
"z[4230]",0.99974
"z[4231]",0.99958
"z[4232]",0.99956
"z[4233]",0.99975
"z[4234]",0.99979
"z[4235]",0.99981
"z[4236]",0.99978
"z[4237]",0.99965
"z[4238]",0.9997
"z[4239]",0.99971
"z[4240]",0.99978
"z[4241]",0.99976
"z[4242]",0.99965
"z[4243]",0.99948
"z[4244]",0.99955
"z[4245]",0.99955
"z[4246]",0.99949
"z[4247]",0.99959
"z[4248]",0.99959
"z[4249]",0.99935
"z[4250]",0.9996
"z[4251]",0.99962
"z[4252]",0.99969
"z[4253]",0.99984
"z[4254]",0.99974
"z[4255]",0.99974
"z[4256]",0.99966
"z[4257]",0.99968
"z[4258]",0.99977
"z[4259]",0.99967
"z[4260]",0.99966
"z[4261]",0.99957
"z[4262]",0.99906
"z[4263]",0.99825
"z[4264]",0.99903
"z[4265]",0.9993
"z[4266]",0.99956
"z[4267]",0.99974
"z[4268]",0.99969
"z[4269]",0.99971
"z[4270]",0.99975
"z[4271]",0.99967
"z[4272]",0.9997
"z[4273]",0.99971
"z[4274]",0.99978
"z[4275]",0.99973
"z[4276]",0.99959
"z[4277]",0.99964
"z[4278]",0.99952
"z[4279]",0.9996
"z[4280]",0.99948
"z[4281]",0.99944
"z[4282]",0.99938
"z[4283]",0.99944
"z[4284]",0.99951
"z[4285]",0.99966
"z[4286]",0.99958
"z[4287]",0.99964
"z[4288]",0.99963
"z[4289]",0.99964
"z[4290]",0.99973
"z[4291]",0.99977
"z[4292]",0.99981
"z[4293]",0.99974
"z[4294]",0.99974
"z[4295]",0.99972
"z[4296]",0.99969
"z[4297]",0.99979
"z[4298]",0.99981
"z[4299]",0.99963
"z[4300]",0.99941
"z[4301]",0.99902
"z[4302]",0.99858
"z[4303]",0.99923
"z[4304]",0.99952
"z[4305]",0.99964
"z[4306]",0.99969
"z[4307]",0.99967
"z[4308]",0.99963
"z[4309]",0.9996
"z[4310]",0.99973
"z[4311]",0.99969
"z[4312]",0.99968
"z[4313]",0.99958
"z[4314]",0.99954
"z[4315]",0.99909
"z[4316]",0.99829
"z[4317]",0.99727
"z[4318]",0.99432
"z[4319]",0.98632
"z[4320]",0.96748
"z[4321]",0.92311
"z[4322]",0.81372
"z[4323]",0.58156
"z[4324]",0.01223
"z[4325]",0.21268
"z[4326]",0.3085
"z[4327]",0.34853
"z[4328]",0.4105
"z[4329]",0.47282
"z[4330]",0.61904
"z[4331]",0.68187
"z[4332]",0.71479
"z[4333]",0.72403
"z[4334]",0.72007
"z[4335]",0.84656
"z[4336]",0.91076
"z[4337]",0.93703
"z[4338]",0.94882
"z[4339]",0.95989
"z[4340]",0.96474
"z[4341]",0.98532
"z[4342]",0.99323
"z[4343]",0.99608
"z[4344]",0.99712
"z[4345]",0.99785
"z[4346]",0.99893
"z[4347]",0.9994
"z[4348]",0.99951
"z[4349]",0.99948
"z[4350]",0.99962
"z[4351]",0.99966
"z[4352]",0.99978
"z[4353]",0.99972
"z[4354]",0.99941
"z[4355]",0.99947
"z[4356]",0.99951
"z[4357]",0.99928
"z[4358]",0.99945
"z[4359]",0.99959
"z[4360]",0.99951
"z[4361]",0.99941
"z[4362]",0.9995
"z[4363]",0.99952
"z[4364]",0.99944
"z[4365]",0.99959
"z[4366]",0.99967
"z[4367]",0.99966
"z[4368]",0.99982
"z[4369]",0.99983
"z[4370]",0.9998
"z[4371]",0.99988
"z[4372]",0.9998
"z[4373]",0.99938
"z[4374]",0.99885
"z[4375]",0.99729
"z[4376]",0.99821
"z[4377]",0.9992
"z[4378]",0.99952
"z[4379]",0.9994
"z[4380]",0.99964
"z[4381]",0.99969
"z[4382]",0.99961
"z[4383]",0.99956
"z[4384]",0.99945
"z[4385]",0.99925
"z[4386]",0.99961
"z[4387]",0.9996
"z[4388]",0.99956
"z[4389]",0.99954
"z[4390]",0.9992
"z[4391]",0.99801
"z[4392]",0.9949
"z[4393]",0.98926
"z[4394]",0.9832
"z[4395]",0.98656
"z[4396]",0.99034
"z[4397]",0.99049
"z[4398]",0.99137
"z[4399]",0.99533
"z[4400]",0.99725
"z[4401]",0.99799
"z[4402]",0.99744
"z[4403]",0.99488
"z[4404]",0.99545
"z[4405]",0.99504
"z[4406]",0.99704
"z[4407]",0.99814
"z[4408]",0.99851
"z[4409]",0.99873
"z[4410]",0.99834
"z[4411]",0.9973
"z[4412]",0.99662
"z[4413]",0.99514
"z[4414]",0.99083
"z[4415]",0.98025
"z[4416]",0.95381
"z[4417]",0.94631
"z[4418]",0.92802
"z[4419]",0.9297
"z[4420]",0.92503
"z[4421]",0.90954
"z[4422]",0.86556
"z[4423]",0.76039
"z[4424]",0.51403
"z[4425]",0.37364
"z[4426]",0.05884
"z[4427]",0.04196
"z[4428]",0.00151
"z[4429]",0.00153
"z[4430]",0.00279
"z[4431]",0.00304
"z[4432]",0.00391
"z[4433]",0.00342
"z[4434]",2e-05
"z[4435]",4e-05
"z[4436]",0.00093
"z[4437]",0.00056
"z[4438]",0
"z[4439]",0.00348
"z[4440]",0.00394
"z[4441]",0.00192
"z[4442]",0.00244
"z[4443]",0.00394
"z[4444]",0.00321
"z[4445]",0.01849
"z[4446]",0.02355
"z[4447]",0.02303
"z[4448]",0.02231
"z[4449]",0.01616
"z[4450]",0.00945
"z[4451]",0.00102
"z[4452]",0.00373
"z[4453]",0.04467
"z[4454]",0.06321
"z[4455]",0.08012
"z[4456]",0.09301
"z[4457]",0.11244
"z[4458]",0.11747
"z[4459]",0.17228
"z[4460]",0.19296
"z[4461]",0.22558
"z[4462]",0.23556
"z[4463]",0.23867
"z[4464]",0.22815
"z[4465]",0.20398
"z[4466]",0.59131
"z[4467]",0.78153
"z[4468]",0.90143
"z[4469]",0.95274
"z[4470]",0.97979
"z[4471]",0.99037
"z[4472]",0.99529
"z[4473]",0.99683
"z[4474]",0.99743
"z[4475]",0.99873
"z[4476]",0.99896
"z[4477]",0.99895
"z[4478]",0.99843
"z[4479]",0.99771
"z[4480]",0.99582
"z[4481]",0.99282
"z[4482]",0.98539
"z[4483]",0.97173
"z[4484]",0.94012
"z[4485]",0.90292
"z[4486]",0.84498
"z[4487]",0.69408
"z[4488]",0.31257
"z[4489]",0.3403
"z[4490]",0.34772
"z[4491]",0.34896
"z[4492]",0.33547
"z[4493]",0.29693
"z[4494]",0.2727
"z[4495]",0.20765
"z[4496]",0.10256
"z[4497]",0.00451
"z[4498]",0.00709
"z[4499]",0.00635
"z[4500]",0.00341
"z[4501]",0
"z[4502]",0.00119
"z[4503]",0.00092
"z[4504]",0.00084
"z[4505]",5e-05
"z[4506]",0.00091
"z[4507]",0.00109
"z[4508]",0.00165
"z[4509]",0.00081
"z[4510]",0.00149
"z[4511]",0.00037
"z[4512]",0.00013
"z[4513]",1e-05
"z[4514]",0.00013
"z[4515]",0.00011
"z[4516]",0.01379
"z[4517]",0.01812
"z[4518]",0.01982
"z[4519]",0.01871
"z[4520]",0.01445
"z[4521]",0.01323
"z[4522]",0.01399
"z[4523]",0.01107
"z[4524]",0.00401
"z[4525]",0.01954
"z[4526]",0.0267
"z[4527]",0.02729
"z[4528]",0.03295
"z[4529]",0.05692
"z[4530]",0.06798
"z[4531]",0.06985
"z[4532]",0.06492
"z[4533]",0.06728
"z[4534]",0.06533
"z[4535]",0.05388
"z[4536]",0.0523
"z[4537]",0.04132
"z[4538]",0.02319
"z[4539]",0.01758
"z[4540]",0.00054
"z[4541]",0.00125
"z[4542]",0.00058
"z[4543]",0.00091
"z[4544]",0.00136
"z[4545]",0.00075
"z[4546]",0.00052
"z[4547]",0
"z[4548]",0.00041
"z[4549]",0
"z[4550]",0.00088
"z[4551]",0.00072
"z[4552]",0.00016
"z[4553]",0.00068
"z[4554]",0.00066
"z[4555]",0.0012
"z[4556]",0.0033
"z[4557]",0.00366
"z[4558]",0.00206
"z[4559]",0.00181
"z[4560]",0.00114
"z[4561]",0.00011
"z[4562]",0.10433
"z[4563]",0.18096
"z[4564]",0.22475
"z[4565]",0.24421
"z[4566]",0.25011
"z[4567]",0.24647
"z[4568]",0.24849
"z[4569]",0.26364
"z[4570]",0.26401
"z[4571]",0.25077
"z[4572]",0.22608
"z[4573]",0.2161
"z[4574]",0.19474
"z[4575]",0.18222
"z[4576]",0.15475
"z[4577]",0.08284
"z[4578]",0.00328
"z[4579]",0.0082
"z[4580]",0.00884
"z[4581]",0.00687
"z[4582]",0.00037
"z[4583]",0.00055
"z[4584]",1e-04
"z[4585]",0
"z[4586]",0.00098
"z[4587]",0.00135
"z[4588]",7e-05
"z[4589]",0.00034
"z[4590]",0
"z[4591]",1e-05
"z[4592]",1e-04
"z[4593]",0.00231
"z[4594]",0.00703
"z[4595]",0.00778
"z[4596]",0.00749
"z[4597]",0.00756
"z[4598]",0.00604
"z[4599]",0.00126
"z[4600]",0.33682
"z[4601]",0.47673
"z[4602]",0.53031
"z[4603]",0.5482
"z[4604]",0.54744
"z[4605]",0.53414
"z[4606]",0.51487
"z[4607]",0.46276
"z[4608]",0.4863
"z[4609]",0.49303
"z[4610]",0.48823
"z[4611]",0.58762
"z[4612]",0.62478
"z[4613]",0.79959
"z[4614]",0.87248
"z[4615]",0.93874
"z[4616]",0.96427
"z[4617]",0.97773
"z[4618]",0.9846
"z[4619]",0.98652
"z[4620]",0.9863
"z[4621]",0.98321
"z[4622]",0.98591
"z[4623]",0.98582
"z[4624]",0.98295
"z[4625]",0.97814
"z[4626]",0.9858
"z[4627]",0.9883
"z[4628]",0.98933
"z[4629]",0.9906
"z[4630]",0.98973
"z[4631]",0.98715
"z[4632]",0.98441
"z[4633]",0.97544
"z[4634]",0.95163
"z[4635]",0.92604
"z[4636]",0.92434
"z[4637]",0.91364
"z[4638]",0.91197
"z[4639]",0.90455
"z[4640]",0.88521
"z[4641]",0.84197
"z[4642]",0.73041
"z[4643]",0.63893
"z[4644]",0.47786
"z[4645]",0.06372
"z[4646]",0.00091
"z[4647]",0.01277
"z[4648]",0.01656
"z[4649]",0.0163
"z[4650]",0.02692
"z[4651]",0.02976
"z[4652]",0.03744
"z[4653]",0.03788
"z[4654]",0.03503
"z[4655]",0.0315
"z[4656]",0.01972
"z[4657]",0.02246
"z[4658]",0.02099
"z[4659]",0.01485
"z[4660]",0.00052
"z[4661]",0.0079
"z[4662]",0.00986
"z[4663]",0.00884
"z[4664]",0.00392
"z[4665]",0.00482
"z[4666]",0.00329
"z[4667]",9e-04
"z[4668]",0.00022
"z[4669]",0.00161
"z[4670]",0.00157
"z[4671]",0.00165
"z[4672]",0.00105
"z[4673]",0.00044
"z[4674]",0.00675
"z[4675]",0.01276
"z[4676]",0.01342
"z[4677]",0.00981
"z[4678]",0.0075
"z[4679]",0.00028
"z[4680]",0.00075
"z[4681]",7e-05
"z[4682]",9.99999999999999e-06
"z[4683]",2e-04
"z[4684]",0.00049
"z[4685]",0.00139
"z[4686]",0.00103
"z[4687]",9.99999999999999e-06
"z[4688]",8e-04
"z[4689]",0.00033
"z[4690]",0.00119
"z[4691]",0.02657
"z[4692]",0.03856
"z[4693]",0.05907
"z[4694]",0.06621
"z[4695]",0.06607
"z[4696]",0.05803
"z[4697]",0.05944
"z[4698]",0.06039
"z[4699]",0.05517
"z[4700]",0.03821
"z[4701]",0.02055
"z[4702]",0.02284
"z[4703]",0.02084
"z[4704]",0.01549
"z[4705]",0.01294
"z[4706]",0.0133
"z[4707]",0.01017
"z[4708]",6e-05
"z[4709]",0.00065
"z[4710]",1e-04
"z[4711]",0
"z[4712]",0.0016
"z[4713]",0.00157
"z[4714]",0.00171
"z[4715]",0
"z[4716]",4e-05
"z[4717]",0
"z[4718]",0
"z[4719]",0
"z[4720]",0
"z[4721]",0.00022
"z[4722]",0.00106
"z[4723]",0.00044
"z[4724]",0.00087
"z[4725]",0
"z[4726]",0
"z[4727]",5e-04
"z[4728]",0
"z[4729]",0.00015
"z[4730]",0
"z[4731]",0
"z[4732]",0.00017
"z[4733]",0
"z[4734]",0.00016
"z[4735]",0
"z[4736]",5e-04
"z[4737]",0
"z[4738]",0
"z[4739]",0.00055
"z[4740]",0
"z[4741]",0
"z[4742]",0
"z[4743]",0.00025
"z[4744]",0
"z[4745]",0
"z[4746]",0
"z[4747]",0.00018
"z[4748]",3e-05
"z[4749]",0.00051
"z[4750]",0.00099
"z[4751]",0
"z[4752]",0
"z[4753]",0
"z[4754]",0
"z[4755]",0.00012
"z[4756]",3e-05
"z[4757]",0
"z[4758]",0
"z[4759]",0
"z[4760]",0
"z[4761]",0.00022
"z[4762]",0
"z[4763]",0
"z[4764]",0
"z[4765]",0
"z[4766]",0.00045
"z[4767]",0
